OECOL	OECOLOGY
MONOLOG	MONOLOGUE
MONOP	MONOPOL
MONTEN	MONTENEGRO
MORB	MORBID
MOTIV	MOTIV
MULTICULT	MULTICULTUR
MULTIDIMENS	MULTIDIMENSION
MULTIETHN	MULTIETHNIC
MULTIETN	MULTIETN
MULTIMED	MULTIMEDIA
MULTIPR	MULTIPRINT
MUSEOL	MUSEOLOGY
MUSET	MUSETTE
MYOCARD	MYOCARDIUM
MYOGR	MYOGRAPHY
MYOL	MYOLOGY
MYTH	MYTH
MYXOMYC	MYXOMYCET
NAC	NACION
NARK	NARKOT
NAVIG	NAVIGA
NECROL	NECROLOGY
NEMATOL	NEMATOLOGY
NEOHELL	NEOHELLENI
NEOLIT	NEOLIT
NEOTESTAM	NEOTESTAMENT
NEOZEL	NEOZELANDESA
NERV	NERVOSA
NEUROANAT	NEUROANATOM
NEUROBIOL	NEUROBIOLOGY
NEUROENDOCR	NEUROENDOCRIN
NEUROGERONTOL	NEUROGERONTOLOGY
NEUROLEPTANALG	NEUROLEPTANALGES
NEUROL	NEUROLOGY
NEUROMETAB	NEUROMETABOLI
NEUROONTOG	NEUROONTOGEN
NEUROPATHOL	NEUROPATHOLOGY
NEUROPHYSIOL	NEUROPHYSIOLOGY
NEUROPSYCHIATR	NEUROPSYCHIATRI
NEUROPSYCHOL	NEUROPSYCHOLOGY
NEUROVEG	NEUROVEGETATIV
NIHIL	NIHIL
NIPIOL	NIPIOLOGY
NIPPON	NIPPON
NOCT	NOCTURN
NONVIOL	NONVIOLENT
NORD	NORD
NORM	NORMAL
NOSTALG	NOSTALG
NOT	NOTATION
NOVEMB	NOVEMBER
NUKL	NUKLEUS
NUMIS	NUMISMATI
NUTR	NUTRI
OBJECT	OBJECTIVE
OBS	OBSERVATION
OBSTET	OBSTETRI
OCEAN	OCEAN
ODAL	ODALISQUE
ODBOR	ODBOR
ODONTOIATR	ODONTOIATRI
ODONTOL	ODONTOLOGY
ODONTOSTOMATOL	ODONTOSTOMATOLOGY
OFF	OFFICIAL
OFTALMOL	OFTALMOLOGY
OLISIP	OLISIP
ONOMAST	ONOMAST
ONTOG	ONTOGEN
OPER	OPERAT
OPTIM	OPTIMUM
OPTOM	OPTOMETER
ORCHID	ORCHID
ORGAN	ORGANIZA
ORGANOL	ORGANOLOGI
ORTHODOX	ORTHODOX
ORTHOGNATH	ORTHOGNATH
OSCIL	OSCILATION
OSTEOARTIC	OSTEOARTICUL
OTOLARYNGOL	OTOLARYNGOLOGY
OTOL	OTOLOGY
OTOOPHTHALMOL	OTOOPHTHALMOLOGY
OTORHINOLARYNGOL	OTORHINOLARYNGOLOGY
PACIF	PACIFIST
PALEODONT	PALEODONT
PALEONTOGR	PALEONTOGRAPHY
PALEONTOL	PALEONTOLOGY
PALEOTECTON	PALEOTECTONIC
PALEST	PALESTIN
PALMYR	PALMYR
PALUD	PALUDISM
PALYNOL	PALYNOLOGY
PAMIAT	PAMIAT
PANOR	PANORAMA
PANTOGR	PANTOGRAPHY
PAPIRFOREDL	PAPIRFOREDLING
PARABOL	PARABOL
PARACHUT	PARACHUT
PARALIS	PARALIS
PARAMAGN	PARAMAGN
PARAMED	PARAMEDIC
PARAMETR	PARAMETER
PARANORM	PARANORMAL
PARAPSYCHOL	PARAPSYCHOLOGY
PARAPSYKOL	PARAPSYKOL
PARIT	PARIT
PARNAS	PARNAS
PARODONTOL	PARODONTOLOGY
PARTICIP	PARTICIPATION
PATAPHYS	PATAPHYSICSA
PATHOBIOL	PATHOBIOLOGY
PATHOG	PATHOGEN
PATHOL	PATHOLOGY
PEDAGOG	PEDAGOG
PEDIATR	PEDIATRI
PEDOL	PEDOLOGY
PENDUL	PENDUL
PEPT	PEPTID
PERCUSS	PERCUSS
PERFUS	PERFUS
PERINATOL	PERINATOLOGY
PERIOD	PERIODI
PERIODONTOL	PERIODONTOLOGY
PERMAC	PERMACULTURE
PERS	PERSON
PERSPECT	PERSPECTIV
PETROL	PETROLOGY
PHARMACODYN	PHARMACODYNAM
PHENOMENOL	PHENOMENOLOGY
PHILANTHR	PHILANTHROP
PHILHARM	PHILHARMONI
PHILOMATH	PHILOMATHI
PHILOS	PHILOSOPH
PHLEBOL	PHLEBOLOGY
PHONIATR	PHONIATRI
PHONOL	PHONOLOGY
PHOTOBIOL	PHOTOBIOLOGY
PHOTOCOP	PHOTOCOP
PHOTOGRAMM	PHOTOGRAMMETER
PHOTOGR	PHOTOGRAPHY
PHOTOJ	PHOTOJOURNAL
PHOTOM	PHOTOMETER
PHOTOPHYSIOL	PHOTOPHYSIOLOGY
PHOTOREACT	PHOTOREACTION
PHYSIATR	PHYSIATRI
PHYS	PHYSICSH
PHYSIOGN	PHYSIOGN
PHYSIOGR	PHYSIOGRAPHY
PHYSIOL	PHYSIOLOGY
PHYSIOPATHOL	PHYSIOPATHOLOGY
PHYSIOTHER	PHYSIOTHERAP
PHYTIATR	PHYTIATR
PHYTOCHEM	PHYTOCHEM
PHYTOCOEN	PHYTOCOENOSIS
PHYTOGENET	PHYTOGENET
PHYTOGEOGR	PHYTOGEOGRAPHY
PHYTOL	PHYTOLOGY
PHYTOPARASIT	PHYTOPARASIT
PHYTOPATHOL	PHYTOPATHOLOGY
PHYTOTAXON	PHYTOTAXONOM
PHYTOTHER	PHYTOTHERAP
PIGMENT	PIGMENT
PILOT	PILOT
PINT	PINTA
PLAKAT	PLAKAT
PLANIF	PLANIF
PLAST	PLASTI
PLEX	PLEXUS
PLUR	PLURAL
PNEUM	PNEUMATI
PNEUMOL	PNEUMOLOGY
PNEUMONOL	PNEUMONOLOGY
PODOL	PODOL
POET	POET
POLAROGR	POLAROGRAPHY
POL	POLEN
POLIT	POLITI
POLYCONDENS	POLYCONDENSAT
POLYSACCH	POLYSACCHARIDE
PONTIF	PONTIFI
POP	POPULAR
PORNOGR	PORNOGRAPHY
POSTMAGMAT	POSTMAGMATI
PRAKT	PRAKT
PRAXIM	PRAXIMETER
PREFABR	PREFABRIC
PREF	PREFACE
PRESS	PRESSION
PRESTIG	PRESTIGE
PRIMATOL	PRIMATOLOGY
PRIRODOSL	PRIRODOSLOVN
PROBL	PROBLEM
PROFR	PROFESSOR
PROFITAB	PROFITABLE
PROGN	PROGNOS
PROIZV	PROIZVOD
PROKUR	PROKUR
PROPHYL	PROPHYLAX
PROTEST	PROTESTATION
PROTISTOL	PROTISTOLOGY
PROTOZOOL	PROTOZOOLOGY
PROVID	PROVID
PROVOCAT	PROVOCAT
PROX	PROXIM
PSEUD	PSEUDONYM
PSICOPEDAG	PSICOPEDAG
PSYCHIATR	PSYCHIATRI
PSYCHOBIOL	PSYCHOBIOLOGY
PSYCHOL	PSYCHOLOGY
PSYCHOM	PSYCHOMETER
PSYCHONEUROL	PSYCHONEUROLOGY
PSYCHON	PSYCHONOM
PSYCHOSOM	PSYCHOSOMAT
PSYCHOTECH	PSYCHOTECHNICS
PSYCHOTER	PSYCHOTERAP
PSYCHOTHER	PSYCHOTHERAP
PSYCHOTR	PSYCHOTROP
PYROM	PYROMETER
QUANT	QUANTIT
RADIOAMAT	RADIOAMAT
RADIOANAL	RADIOANALY
RADIOASTRON	RADIOASTRONOM
RADIOBIOL	RADIOBIOLOGY
RADIOCOMMUN	RADIOCOMMUNIC
RADIOELEM	RADIOELEMENT
RADIOGEOL	RADIOGEOLOGY
RADIOGR	RADIOGRAPHY
RADIOIND	RADIOINDUSTRI
RADIOISOT	RADIOISOTOP
RADIOLAB	RADIOLABORAT
RADIOL	RADIOLOGY
RADIOM	RADIOMETER
RADIOPHYSIOL	RADIOPHYSIOLOGY
RADIOTELEM	RADIOTELEMETER
RADIOTELEV	RADIOTELEV
RADIOTHER	RADIOTHERAP
RAMIF	RAMIFICATION
RAPHAEL	RAPHAELITE
RAZVED	RAZVEDEN
RAZVIT	RAZVIT
REALIZ	REALIZATION
REANIMATOL	REANIMATOLOGY
REF	REFERENC
REFUS	REFUS
REG	REGIO
REG	REGION
REGIST	REGIST
REGULAM	REGULAMENT
REHABIL	REHABILITAT
RELEV	RELEV
RENAISS	RENAISSANCE
REND	RENDEMENT
REPLACE	REPLACE
REPTIL	REPTIL
REPUB	REPUBLIK
RESERV	RESERV
RESID	RESIDENC
RESPONSAB	RESPONSABLE
RESTAUR	RESTAURANT
RETARD	RETARD
RETROVIR	RETROVIRUS
REVENDIC	REVENDICATION
RHAPS	RHAPSOD
RHENAN	RHENAN
RHEOL	RHEOLOGY
RHEUM	RHEUMATI
RHEUMATOL	RHEUMATOLOGY
RHINOL	RHINOLOGY
RISAL	RISALAH
ROMAN	ROMANCE
ROSENTHAL	ROSENTHALIAN
ROTISS	ROTISSERIE
RUMIN	RUMINANT
RURAL	RURAL
SACCH	SACCHARIDE
SACRIF	SACRIFIC
SAMMENSLUT	SAMMENSLUTNING
SAN FRANC	SAN FRANCISCO
ST	SANCTUS
SATISF	SATISF
SCAND	SCANDIC
SCHIZOPHR	SCHIZOPHREN
SEDIMENTOL	SEDIMENTOLOGY
SEGM	SEGMENT
SEISM	SEISM
SEKT	SEKTOR
SEMIN	SEMINAR
SEMIOT	SEMIOTI
SEN	SENILE
SENOL	SENOLOGY
SENSIB	SENSIBIL
SENSIB	SENSIBLE
SEPTENTR	SEPTENTRIONAL
SEQ	SEQUEN
SER	SERIE
SERIOL	SERIOLOGY
SEROL	SEROLOGY
SEROTAXON	SEROTAXONOM
SEXOL	SEXOLOGY
SIDER	SIDERURGI
SIFILIOGR	SIFILIOGRAF
SIFILOGR	SIFILOGRAPHY
SILENT	SILENT
SINGUL	SINGUL
SINOL	SINOLOGY
SK	SKOL
SLOVAK	SLOVAKIST
SOCIOCULT	SOCIOCULTUR
SON	SONOR
SOPHISTIC	SOPHISTIC
SOV	SOVIET
SPECUL	SPECULATION
SPELEOL	SPELEOLOGY
SPERMATOL	SPERMATOLOGY
SPLENOL	SPLENOLOGY
SQ	SQUARE
STALIN	STALINISM
STAT	STATIST
STEREOL	STEREOLOGY
STEREOPH	STEREOPHON
STIPEND	STIPEND
STIPUL	STIPULATION
STOMATOL	STOMATOLOGY
STRATEG	STRATEGY
STRESS	STRESS
STUD	STUDENT
SUBALP	SUBALPIN
SUBMERG	SUBMERG
SUBNORM	SUBNORMAL
SUBSID	SUBSID
SUBSTR	SUBSTRAT
SUBTROP	SUBTROP
SUBVERS	SUBVERS
SUICIDOL	SUICIDOLOGY
SUPPORT	SUPPORT
SURPL	SURPLUS
SUSPENS	SUSPENS
SYMB	SYMBOL
SYMP	SYMPOSIUM
SYMP	SYMPOZ
SYNAP	SYNAPSE
SYNDR	SYNDROM
SYNOP	SYNOPT
SYNTH	SYNTHESIS
SYNTH	SYNTHET
SYPHILIGR	SYPHILIGRAPHY
SYPH	SYPHILIS
SYPH	SYPHILITI
SYPHILOL	SYPHILOLOGY
SYR	SYRI
SACCH	SACCHARIDE
SACRIF	SACRIFIC
SAMMENSLUT	SAMMENSLUTNING
SAN FRANC	SAN FRANCISCO
ST	SANCTUS
SATISF	SATISF
SCAND	SCANDIC
SCHIZOPHR	SCHIZOPHREN
SEDIMENTOL	SEDIMENTOLOGY
SEGM	SEGMENT
SEISM	SEISM
SEKT	SEKTOR
SEMIN	SEMINAR
SEMIOT	SEMIOTI
SEN	SENILE
SENOL	SENOLOGY
SENSIB	SENSIBIL
SENSIB	SENSIBLE
SEPTENTR	SEPTENTRIONAL
SEQ	SEQUEN
SER	SERIE
SERIOL	SERIOLOGY
SEROL	SEROLOGY
SEROTAXON	SEROTAXONOM
SEXOL	SEXOLOGY
SIDER	SIDERURGI
SIFILIOGR	SIFILIOGRAF
SIFILOGR	SIFILOGRAPHY
SILENT	SILENT
SINGUL	SINGUL
SINOL	SINOLOGY
SK	SKOL
SLOVAK	SLOVAKIST
SOCIOCULT	SOCIOCULTUR
SON	SONOR
SOPHISTIC	SOPHISTIC
SOV	SOVIET
SPECUL	SPECULATION
SPELEOL	SPELEOLOGY
SPERMATOL	SPERMATOLOGY
SPLENOL	SPLENOLOGY
SQ	SQUARE
STALIN	STALINISM
STAT	STATISTICS
STEREOL	STEREOLOGY
STEREOPH	STEREOPHON
STIPEND	STIPEND
STIPUL	STIPULATION
STOMATOL	STOMATOLOGY
STRATEG	STRATEGY
STRESS	STRESS
STUD	STUDENT
SUBALP	SUBALPIN
SUBMERG	SUBMERG
SUBNORM	SUBNORM
SUBSID	SUBSID
SUBSTR	SUBSTRAT
SUBTROP	SUBTROP
SUBVERS	SUBVERS
SUICIDOL	SUICIDOLOGY
SUPPORT	SUPPORT
SURPL	SURPLUS
SUSPENS	SUSPENS
SYMB	SYMBOL
SYMP	SYMPOSIUM
SYMP	SYMPOZ
SYNAP	SYNAPSE
SYNDR	SYNDROM
SYNOP	SYNOPT
SYNTH	SYNTHES
SYNTH	SYNTHET
SYPHILIGR	SYPHILIGRAPHY
SYPH	SYPHILIS
SYPH	SYPHILITI
SYPHILOL	SYPHILOLOGY
SYR	SYRI
TARIF	TARIF
TAXON	TAXONOM
TEATR	TEATR
TECH	TECHNIC
TECHNOL	TECHNOLOGY
TEK	TEKNIK
TELEF	TELEFON
TELEGR	TELEGRAPHY
TELEMECH	TELEMECHANI
TELESYMP	TELESYMPOS
TEOR	THEORY
TERMAL	TERMAL
TERMINOL	TERMINOLOGY
TERMOIDRAUL	TERMOIDRAULIC
THALASS	THALASS
THANATOL	THANATOLOGY
THEK	THEKNOS
THERIOL	THERIOLOGY
THERMOBIOL	THERMOBIOLOGY
THERMOGR	THERMOGRAPHY
THERMOL	THERMOLOGY
THERMOM	THERMOMETER
THERMOREGUL	THERMOREGULAT
THROMB	THROMBOS
THYROID	THYROID
TIBET	TIBET
TOPOGR	TOPOGRAPHY
TOPOM	TOPOMETER
TOUR	TOURING
TOXICOM	TOXICOM
TRACH	TRACHOM
TRADIT	TRADITION
TRANS	TRANSACTION
TRANSFORM	TRANSFORMATION
TRANSFRONT	TRANSFRONT
TRASPL	TRASPLANT
TRAUMATOL	TRAUMATOLOGY
TRIBUL	TRIBULATION
TRICOLOR	TRICOLOR
TRILING	TRILINGU
TRISACCH	TRISACCHARIDE
TROMB	TROMBONE
TROMPET	TROMPET
TROP	TROPI
TROUBL	TROUBL
TRYPANOS	TRYPANOS
TUBERK	TUBERKULOZ
UFOL	UFOLOGY
UGOST	UGOSTIT
ULST	ULSTER
ULTRASON	ULTRASON
ULTRATERR	ULTRATERRESTRE
UNIF	UNIFORME
URBAN	URBAN
UROGYNAECOL	UROGYNAECOLOGIA
UROL	UROLOGY
VACCIN	VACCINATION
VALID	VALIDATION
VELOC	VELOCIT
VENER	VENERI
VENEROL	VENEROLOGY
VESTIG	VESTIG
VIDEOTAP	VIDEOTAPING
VIETNAM	VIETNAM
VIGIL	VIGILANC
VIOLIN	VIOLIN
VIROL	VIROLOGY
VIS	VISAYAS
VITAM	VITAMINI
VITAMINOL	VITAMINOLOGY
VOL	VOLUMEN
VOLUNT	VOLUNT
VULCAN	VULCANISM
XENOFOB	XENOFOBIA
XYLOPH	XYLOPHON
YID	YIDDISH
YID	YIDISH
ZAGREB	ZAGREB
ZELAND	ZELAND
ZIMB	ZIMBABWE
ZIRCON	ZIRCONIUM
ZNAC	ZNAC
ZOOL	ZOOLOGY
ZOOPHYSIOL	ZOOPHYSIOLOGY
ZOOVET	ZOOVETERINAR
ZYMOL	ZYMOLOGY
